created_index,created_time,zone_type,low,high,touches,score,label
38146,2022-07-13 04:45:00,support,0.999812,1.000885,4,72,strong
38149,2022-07-13 05:30:00,resistance,1.004549,1.005699,3,76,strong
38157,2022-07-13 07:30:00,resistance,1.006569,1.007616,4,68,medium
38166,2022-07-13 09:45:00,support,0.999326,1.000885,5,64,medium
38181,2022-07-13 13:30:00,resistance,1.009028,1.010786,3,72,strong
38225,2022-07-14 00:30:00,resistance,1.003732,1.004176,3,72,strong
38239,2022-07-14 04:00:00,support,0.999326,1.000885,6,48,weak
38242,2022-07-14 04:45:00,resistance,1.004438,1.005699,4,68,medium
38245,2022-07-14 05:30:00,support,0.999326,1.001727,7,34,weak
38250,2022-07-14 06:45:00,resistance,1.004438,1.005699,5,60,medium
38274,2022-07-14 12:45:00,resistance,1.004383,1.005699,6,54,weak
38278,2022-07-14 13:45:00,support,0.99802,1.001727,8,34,weak
38285,2022-07-14 15:30:00,resistance,1.003549,1.005699,7,34,weak
38292,2022-07-14 17:15:00,support,0.99802,1.001727,9,34,weak
38307,2022-07-14 21:00:00,resistance,1.002323,1.002907,3,70,medium
38308,2022-07-14 21:15:00,support,0.99802,1.001727,10,34,weak
38318,2022-07-14 23:45:00,resistance,1.003549,1.005699,8,34,weak
38323,2022-07-15 01:00:00,support,1.002156,1.002605,3,72,strong
38326,2022-07-15 01:45:00,resistance,1.003267,1.005699,9,24,weak
38336,2022-07-15 04:15:00,support,0.99802,1.001727,11,24,weak
38338,2022-07-15 04:45:00,resistance,1.003267,1.005699,10,24,weak
38341,2022-07-15 05:30:00,support,0.99802,1.001894,12,24,weak
38357,2022-07-15 09:30:00,support,1.004139,1.005524,3,62,medium
38359,2022-07-15 10:00:00,resistance,1.008199,1.010786,4,46,weak
38362,2022-07-15 10:45:00,support,1.003764,1.005524,4,58,medium
38369,2022-07-15 12:30:00,resistance,1.008199,1.010786,5,38,weak
38376,2022-07-15 14:15:00,resistance,1.008199,1.010786,6,32,weak
38380,2022-07-15 15:15:00,support,1.006835,1.007475,3,62,medium
38386,2022-07-15 16:45:00,support,1.006835,1.007475,4,52,weak
38390,2022-07-17 17:45:00,resistance,1.008199,1.010786,7,24,weak
38395,2022-07-17 19:00:00,resistance,1.008199,1.010786,8,24,weak
38411,2022-07-17 23:00:00,resistance,1.011325,1.013456,3,50,weak
38435,2022-07-18 05:00:00,resistance,1.014688,1.01575,3,62,medium
38444,2022-07-18 07:15:00,resistance,1.016589,1.017755,6,44,weak
38452,2022-07-18 09:15:00,support,1.011221,1.012224,3,62,medium
38462,2022-07-18 11:45:00,resistance,1.018278,1.020398,8,24,weak
38465,2022-07-18 12:30:00,support,1.015586,1.018754,15,24,weak
38472,2022-07-18 14:15:00,resistance,1.016589,1.017928,7,30,weak
38482,2022-07-18 16:45:00,support,1.013833,1.014699,4,52,weak
38491,2022-07-18 19:00:00,resistance,1.014688,1.01575,4,46,weak
38499,2022-07-18 21:00:00,resistance,1.014688,1.01575,5,38,weak
38506,2022-07-18 22:45:00,resistance,1.011325,1.01381,4,46,weak
38507,2022-07-18 23:00:00,support,1.011221,1.012224,4,52,weak
38512,2022-07-19 00:15:00,resistance,1.011325,1.013968,5,38,weak
38515,2022-07-19 01:00:00,support,1.011221,1.012563,5,44,weak
38539,2022-07-19 07:00:00,resistance,1.025028,1.027278,3,56,weak
38544,2022-07-19 08:15:00,resistance,1.025028,1.027278,4,52,weak
38555,2022-07-19 11:00:00,resistance,1.025028,1.027278,5,44,weak
38557,2022-07-19 11:30:00,support,1.022587,1.024066,5,50,weak
38563,2022-07-19 13:00:00,support,1.022587,1.024066,6,44,weak
38573,2022-07-19 15:30:00,support,1.022469,1.024066,7,24,weak
38579,2022-07-19 17:00:00,support,1.021645,1.022706,3,68,medium
38593,2022-07-19 20:30:00,support,1.022469,1.024066,8,24,weak
38598,2022-07-19 21:45:00,resistance,1.02479,1.027278,6,32,weak
38603,2022-07-19 23:00:00,support,1.022469,1.024066,9,24,weak
38612,2022-07-20 01:15:00,resistance,1.024745,1.027278,7,24,weak
38621,2022-07-20 03:30:00,support,1.022469,1.024066,10,24,weak
38624,2022-07-20 04:15:00,resistance,1.024745,1.027581,8,24,weak
38627,2022-07-20 05:00:00,support,1.021661,1.024066,11,24,weak
38635,2022-07-20 07:00:00,resistance,1.024745,1.027581,9,24,weak
38638,2022-07-20 07:45:00,support,1.015586,1.018754,16,24,weak
38644,2022-07-20 09:15:00,support,1.015586,1.018754,17,24,weak
38659,2022-07-20 13:00:00,resistance,1.020883,1.022041,4,58,medium
38666,2022-07-20 14:45:00,support,1.015346,1.018754,18,24,weak
38671,2022-07-20 16:00:00,resistance,1.01825,1.020398,9,24,weak
38677,2022-07-20 17:30:00,support,1.015346,1.018754,19,24,weak
38678,2022-07-20 17:45:00,resistance,1.018084,1.020398,10,24,weak
38683,2022-07-20 19:00:00,resistance,1.018084,1.020398,11,24,weak
38684,2022-07-20 19:15:00,resistance,1.018084,1.020398,12,24,weak
38688,2022-07-20 20:15:00,support,1.015346,1.018754,20,24,weak
38689,2022-07-20 20:30:00,support,1.015346,1.018754,21,24,weak
38703,2022-07-21 00:00:00,resistance,1.020883,1.022041,5,38,weak
38715,2022-07-21 03:00:00,resistance,1.022888,1.02407,3,70,medium
38729,2022-07-21 06:30:00,support,1.015346,1.018754,22,24,weak
38732,2022-07-21 07:15:00,resistance,1.018084,1.020398,13,24,weak
38737,2022-07-21 08:30:00,support,1.015346,1.018754,23,24,weak
38742,2022-07-21 09:45:00,resistance,1.024745,1.028348,10,30,weak
38744,2022-07-21 10:15:00,support,1.014776,1.018754,24,30,weak
38758,2022-07-21 13:45:00,support,1.014776,1.018754,25,24,weak
38765,2022-07-21 15:30:00,resistance,1.018084,1.020398,14,24,weak
38774,2022-07-21 17:45:00,resistance,1.022888,1.02407,4,56,weak
38780,2022-07-21 19:15:00,support,1.021661,1.024066,12,24,weak
38785,2022-07-21 20:30:00,resistance,1.022888,1.02407,5,48,weak
38807,2022-07-22 02:00:00,support,1.014776,1.018754,26,24,weak
38815,2022-07-22 04:00:00,resistance,1.020883,1.022041,6,44,weak
38817,2022-07-22 04:30:00,support,1.011221,1.013257,6,38,weak
38828,2022-07-22 07:15:00,support,1.014067,1.018754,27,24,weak
38844,2022-07-22 11:15:00,resistance,1.024745,1.028348,11,24,weak
38849,2022-07-22 12:30:00,support,1.021123,1.024066,13,24,weak
38854,2022-07-22 13:45:00,resistance,1.022888,1.024121,6,48,weak
38862,2022-07-22 15:45:00,support,1.014067,1.019197,28,24,weak
38875,2022-07-24 19:00:00,resistance,1.020883,1.022052,7,24,weak
38887,2022-07-24 22:00:00,support,1.014067,1.019197,29,24,weak
38894,2022-07-24 23:45:00,resistance,1.020883,1.022052,8,24,weak
38901,2022-07-25 01:30:00,resistance,1.020883,1.022052,9,24,weak
38912,2022-07-25 04:15:00,resistance,1.020883,1.022422,10,30,weak
38915,2022-07-25 05:00:00,support,1.014067,1.019197,30,24,weak
38919,2022-07-25 06:00:00,resistance,1.024745,1.028348,12,24,weak
38925,2022-07-25 07:30:00,support,1.021123,1.024066,14,24,weak
38928,2022-07-25 08:15:00,resistance,1.024745,1.028348,13,24,weak
38931,2022-07-25 09:00:00,support,1.021123,1.024066,15,24,weak
38936,2022-07-25 10:15:00,resistance,1.024745,1.028348,14,24,weak
38951,2022-07-25 14:00:00,resistance,1.022748,1.024121,7,24,weak
38954,2022-07-25 14:45:00,support,1.021123,1.024066,16,24,weak
38957,2022-07-25 15:30:00,resistance,1.022626,1.024121,8,24,weak
38963,2022-07-25 17:00:00,resistance,1.022611,1.024121,9,24,weak
38967,2022-07-25 18:00:00,support,1.021123,1.024066,17,24,weak
38973,2022-07-25 19:30:00,resistance,1.020883,1.022422,11,24,weak
38977,2022-07-25 20:30:00,support,1.021123,1.024066,18,24,weak
38985,2022-07-25 22:30:00,resistance,1.024745,1.028348,15,24,weak
39009,2022-07-26 04:30:00,resistance,1.022611,1.024121,10,30,weak
39011,2022-07-26 05:00:00,support,1.019724,1.020585,3,62,medium
39028,2022-07-26 09:15:00,support,1.011221,1.013257,7,30,weak
39031,2022-07-26 10:00:00,resistance,1.014688,1.01575,6,44,weak
39036,2022-07-26 11:15:00,support,1.011221,1.013257,8,30,weak
39044,2022-07-26 13:15:00,support,1.010535,1.013257,9,24,weak
39048,2022-07-26 14:15:00,resistance,1.011325,1.013968,6,32,weak
39050,2022-07-26 14:45:00,support,1.010535,1.013257,10,24,weak
39057,2022-07-26 16:30:00,resistance,1.011325,1.013968,7,24,weak
39059,2022-07-26 17:00:00,support,1.010535,1.013257,11,24,weak
39075,2022-07-26 21:00:00,support,1.010535,1.013257,12,24,weak
39082,2022-07-26 22:45:00,resistance,1.014652,1.01575,7,24,weak
39091,2022-07-27 01:00:00,support,1.014067,1.019197,31,24,weak
39093,2022-07-27 01:30:00,resistance,1.014652,1.01575,8,24,weak
39099,2022-07-27 03:00:00,resistance,1.014652,1.016005,9,24,weak
39102,2022-07-27 03:45:00,support,1.010535,1.013257,13,24,weak
39104,2022-07-27 04:15:00,resistance,1.014652,1.016005,10,30,weak
39113,2022-07-27 06:30:00,resistance,1.014652,1.016005,11,30,weak
39115,2022-07-27 07:00:00,support,1.013651,1.019197,32,24,weak
39119,2022-07-27 08:00:00,resistance,1.016589,1.017928,8,30,weak
39133,2022-07-27 11:30:00,support,1.010535,1.013257,14,24,weak
39136,2022-07-27 12:15:00,resistance,1.011325,1.014041,8,24,weak
39140,2022-07-27 13:15:00,support,1.009439,1.010769,3,56,weak
39149,2022-07-27 15:30:00,support,1.01029,1.013257,15,30,weak
39153,2022-07-27 16:30:00,resistance,1.020883,1.022455,12,36,weak
39156,2022-07-27 17:15:00,support,1.013651,1.019736,33,24,weak
39165,2022-07-27 19:30:00,support,1.013651,1.019736,34,24,weak
39171,2022-07-27 21:00:00,resistance,1.020883,1.022455,13,24,weak
39174,2022-07-27 21:45:00,support,1.013651,1.019736,35,24,weak
39177,2022-07-27 22:30:00,resistance,1.020883,1.022455,14,24,weak
39184,2022-07-28 00:15:00,resistance,1.020883,1.022455,15,24,weak
39189,2022-07-28 01:30:00,resistance,1.020883,1.022455,16,24,weak
39189,2022-07-28 01:30:00,support,1.013651,1.020166,36,24,weak
39197,2022-07-28 03:30:00,resistance,1.022611,1.024121,11,30,weak
39200,2022-07-28 04:15:00,support,1.013651,1.020166,37,24,weak
39206,2022-07-28 05:45:00,resistance,1.020883,1.022455,17,36,weak
39218,2022-07-28 08:45:00,support,1.01029,1.013257,16,24,weak
39222,2022-07-28 09:45:00,resistance,1.017176,1.020398,15,24,weak
39226,2022-07-28 10:45:00,support,1.01029,1.013257,17,30,weak
39233,2022-07-28 12:30:00,resistance,1.016809,1.020398,16,24,weak
39237,2022-07-28 13:30:00,support,1.013651,1.020166,38,24,weak
39239,2022-07-28 14:00:00,resistance,1.016476,1.020398,17,24,weak
39253,2022-07-28 17:30:00,resistance,1.016476,1.020398,18,24,weak
39265,2022-07-28 20:30:00,support,1.013651,1.020166,39,24,weak
39272,2022-07-28 22:15:00,resistance,1.016476,1.020529,19,24,weak
39277,2022-07-28 23:30:00,support,1.013651,1.020166,40,24,weak
39282,2022-07-29 00:45:00,resistance,1.020883,1.022641,18,24,weak
39293,2022-07-29 03:30:00,resistance,1.024745,1.028348,16,24,weak
39306,2022-07-29 06:45:00,support,1.013651,1.020166,41,24,weak
39310,2022-07-29 07:45:00,resistance,1.024295,1.028348,17,24,weak
39320,2022-07-29 10:15:00,support,1.013651,1.020166,42,24,weak
39328,2022-07-29 12:15:00,resistance,1.016476,1.021592,20,24,weak
39333,2022-07-29 13:30:00,support,1.013651,1.020166,43,24,weak
39350,2022-07-31 17:45:00,resistance,1.020883,1.022821,19,24,weak
39355,2022-07-31 19:00:00,resistance,1.020883,1.022821,20,24,weak
39356,2022-07-31 19:15:00,support,1.019724,1.020891,4,46,weak
39362,2022-07-31 20:45:00,support,1.019724,1.020891,5,38,weak
39373,2022-07-31 23:30:00,resistance,1.024014,1.028348,18,24,weak
39379,2022-08-01 01:00:00,support,1.021123,1.024066,19,24,weak
39381,2022-08-01 01:30:00,resistance,1.022611,1.024121,12,24,weak
39388,2022-08-01 03:15:00,support,1.021123,1.024066,20,24,weak
39390,2022-08-01 03:45:00,resistance,1.023939,1.028348,19,24,weak
39401,2022-08-01 06:30:00,resistance,1.023939,1.028348,20,24,weak
39411,2022-08-01 09:00:00,support,1.021123,1.024066,21,24,weak
39425,2022-08-01 12:30:00,resistance,1.023939,1.028348,21,24,weak
39455,2022-08-01 20:00:00,resistance,1.023939,1.028348,22,24,weak
39460,2022-08-01 21:15:00,support,1.025285,1.02578,3,62,medium
39472,2022-08-02 00:15:00,resistance,1.023939,1.02844,23,24,weak
39477,2022-08-02 01:30:00,resistance,1.023939,1.02844,24,24,weak
39477,2022-08-02 01:30:00,support,1.025911,1.026974,3,56,weak
39489,2022-08-02 04:30:00,support,1.021123,1.024066,22,24,weak
39497,2022-08-02 06:30:00,resistance,1.023939,1.02844,25,24,weak
39504,2022-08-02 08:15:00,resistance,1.023939,1.02844,26,24,weak
39513,2022-08-02 10:30:00,resistance,1.023311,1.02844,27,24,weak
39515,2022-08-02 11:00:00,support,1.013651,1.020166,44,24,weak
39521,2022-08-02 12:30:00,resistance,1.016476,1.021607,21,24,weak
39530,2022-08-02 14:45:00,support,1.013651,1.020166,45,24,weak
39533,2022-08-02 15:30:00,resistance,1.016476,1.021607,22,24,weak
39541,2022-08-02 17:30:00,support,1.013651,1.020166,46,24,weak
39545,2022-08-02 18:30:00,support,1.013651,1.020166,47,24,weak
39548,2022-08-02 19:15:00,resistance,1.016476,1.021607,23,24,weak
39557,2022-08-02 21:30:00,support,1.013651,1.020166,48,24,weak
39570,2022-08-03 00:45:00,resistance,1.016476,1.021607,24,24,weak
39582,2022-08-03 03:45:00,support,1.013651,1.020166,49,24,weak
39584,2022-08-03 04:15:00,resistance,1.016476,1.021607,25,24,weak
39595,2022-08-03 07:00:00,resistance,1.016476,1.021607,26,24,weak
39597,2022-08-03 07:30:00,support,1.013651,1.020166,50,24,weak
39601,2022-08-03 08:30:00,resistance,1.016476,1.021607,27,24,weak
39615,2022-08-03 12:00:00,support,1.01029,1.013257,18,24,weak
39620,2022-08-03 13:15:00,resistance,1.016417,1.021607,28,24,weak
39629,2022-08-03 15:30:00,support,1.013651,1.020166,51,24,weak
39633,2022-08-03 16:30:00,resistance,1.016417,1.021607,29,24,weak
39643,2022-08-03 19:00:00,resistance,1.016417,1.021607,30,24,weak
39643,2022-08-03 19:00:00,support,1.013651,1.020166,52,24,weak
39651,2022-08-03 21:00:00,support,1.013651,1.020166,53,24,weak
39657,2022-08-03 22:30:00,resistance,1.016417,1.021607,31,24,weak
39666,2022-08-04 00:45:00,support,1.013651,1.020166,54,24,weak
39672,2022-08-04 02:15:00,resistance,1.016417,1.021607,32,24,weak
39676,2022-08-04 03:15:00,support,1.013651,1.020166,55,24,weak
39690,2022-08-04 06:45:00,resistance,1.016417,1.021607,33,24,weak
39698,2022-08-04 08:45:00,support,1.013651,1.020166,56,24,weak
39705,2022-08-04 10:30:00,support,1.013651,1.020166,57,24,weak
39712,2022-08-04 12:15:00,resistance,1.023171,1.02844,28,24,weak
39728,2022-08-04 16:15:00,resistance,1.023171,1.02844,29,24,weak
39734,2022-08-04 17:45:00,support,1.021123,1.02432,23,24,weak
39735,2022-08-04 18:00:00,resistance,1.023171,1.02844,30,24,weak
39739,2022-08-04 19:00:00,support,1.021123,1.024325,24,24,weak
39744,2022-08-04 20:15:00,resistance,1.023171,1.02844,31,24,weak
39755,2022-08-04 23:00:00,support,1.021123,1.024325,25,24,weak
39762,2022-08-05 00:45:00,resistance,1.023171,1.02844,32,24,weak
39772,2022-08-05 03:15:00,support,1.021123,1.024325,26,24,weak
39777,2022-08-05 04:30:00,resistance,1.023171,1.02844,33,24,weak
39780,2022-08-05 05:15:00,support,1.021123,1.024325,27,24,weak
39793,2022-08-05 08:30:00,resistance,1.023171,1.02844,34,24,weak
39800,2022-08-05 10:15:00,support,1.013651,1.020166,58,24,weak
39804,2022-08-05 11:15:00,resistance,1.016417,1.021607,34,24,weak
39809,2022-08-05 12:30:00,support,1.013651,1.020166,59,24,weak
39815,2022-08-05 14:00:00,resistance,1.016417,1.021607,35,24,weak
39819,2022-08-05 15:00:00,support,1.013651,1.020166,60,24,weak
39826,2022-08-05 16:45:00,resistance,1.016417,1.021607,36,24,weak
39836,2022-08-07 19:15:00,support,1.013651,1.020166,61,24,weak
39845,2022-08-07 21:30:00,support,1.013651,1.020166,62,24,weak
39861,2022-08-08 01:30:00,support,1.013651,1.020166,63,24,weak
39866,2022-08-08 02:45:00,resistance,1.016417,1.021607,37,24,weak
39870,2022-08-08 03:45:00,support,1.013651,1.020166,64,24,weak
39874,2022-08-08 04:45:00,resistance,1.016417,1.021691,38,24,weak
39880,2022-08-08 06:15:00,support,1.013651,1.020166,65,24,weak
39891,2022-08-08 09:00:00,resistance,1.016417,1.021691,39,24,weak
39893,2022-08-08 09:30:00,support,1.013651,1.020166,66,24,weak
39904,2022-08-08 12:15:00,resistance,1.020883,1.022821,21,24,weak
39915,2022-08-08 15:00:00,resistance,1.016417,1.021691,40,24,weak
39918,2022-08-08 15:45:00,support,1.013651,1.020166,67,24,weak
39923,2022-08-08 17:00:00,resistance,1.016417,1.021691,41,24,weak
39927,2022-08-08 18:00:00,support,1.013651,1.020166,68,24,weak
39928,2022-08-08 18:15:00,resistance,1.016417,1.021691,42,24,weak
39939,2022-08-08 21:00:00,resistance,1.016417,1.021691,43,24,weak
39944,2022-08-08 22:15:00,support,1.013651,1.020166,69,24,weak
39952,2022-08-09 00:15:00,resistance,1.016417,1.021691,44,24,weak
39955,2022-08-09 01:00:00,support,1.013651,1.020166,70,24,weak
39964,2022-08-09 03:15:00,resistance,1.016417,1.021691,45,24,weak
39968,2022-08-09 04:15:00,support,1.013651,1.020166,71,24,weak
39976,2022-08-09 06:15:00,resistance,1.023171,1.02844,35,24,weak
39986,2022-08-09 08:45:00,support,1.021123,1.024325,28,24,weak
39993,2022-08-09 10:30:00,resistance,1.023171,1.02844,36,24,weak
39998,2022-08-09 11:45:00,support,1.021123,1.024325,29,24,weak
39999,2022-08-09 12:00:00,support,1.021123,1.024325,30,24,weak
40003,2022-08-09 13:00:00,resistance,1.023055,1.02844,37,24,weak
40015,2022-08-09 16:00:00,support,1.013651,1.020351,72,24,weak
40021,2022-08-09 17:30:00,resistance,1.016417,1.021691,46,24,weak
40024,2022-08-09 18:15:00,support,1.020957,1.024325,31,24,weak
40026,2022-08-09 18:45:00,resistance,1.016417,1.021691,47,24,weak
40037,2022-08-09 21:30:00,support,1.013651,1.020351,73,24,weak
40046,2022-08-09 23:45:00,resistance,1.020883,1.022821,22,24,weak
40052,2022-08-10 01:15:00,support,1.020957,1.024325,32,24,weak
40057,2022-08-10 02:30:00,resistance,1.020883,1.022821,23,24,weak
40062,2022-08-10 03:45:00,support,1.013651,1.020603,74,24,weak
40063,2022-08-10 04:00:00,resistance,1.016417,1.021921,48,24,weak
40067,2022-08-10 05:00:00,support,1.013651,1.020603,75,24,weak
40085,2022-08-10 09:30:00,support,1.020957,1.024621,33,24,weak
40124,2022-08-10 19:15:00,support,1.029337,1.029834,3,74,strong
40134,2022-08-10 21:45:00,resistance,1.030308,1.030903,3,56,weak
40152,2022-08-11 02:15:00,support,1.027445,1.028345,3,50,weak
40172,2022-08-11 07:15:00,resistance,1.033954,1.034971,3,70,medium
40191,2022-08-11 12:00:00,support,1.03204,1.032619,3,80,strong
40192,2022-08-11 12:15:00,support,1.03204,1.032619,4,76,strong
40220,2022-08-11 19:15:00,resistance,1.032464,1.032811,3,80,strong
40227,2022-08-11 21:00:00,resistance,1.032463,1.032811,4,76,strong
40234,2022-08-11 22:45:00,support,1.030411,1.031096,3,74,strong
40235,2022-08-11 23:00:00,support,1.030408,1.031096,4,70,medium
40249,2022-08-12 02:30:00,resistance,1.032348,1.032811,5,68,medium
40266,2022-08-12 06:45:00,resistance,1.030308,1.031013,4,58,medium
40282,2022-08-12 10:45:00,resistance,1.023055,1.028636,38,24,weak
40286,2022-08-12 11:45:00,support,1.020957,1.024621,34,24,weak
40296,2022-08-12 14:15:00,resistance,1.023055,1.028636,39,24,weak
40306,2022-08-12 16:45:00,resistance,1.023055,1.028636,40,24,weak
40310,2022-08-14 17:45:00,support,1.025285,1.02578,4,52,weak
40311,2022-08-14 18:00:00,resistance,1.023055,1.028636,41,24,weak
40323,2022-08-14 21:00:00,support,1.025282,1.02578,5,44,weak
40327,2022-08-14 22:00:00,resistance,1.023055,1.028636,42,24,weak
40334,2022-08-14 23:45:00,support,1.020957,1.024621,35,24,weak
40340,2022-08-15 01:15:00,resistance,1.023055,1.028636,43,24,weak
40341,2022-08-15 01:30:00,resistance,1.023055,1.028636,44,24,weak
40351,2022-08-15 04:00:00,support,1.020957,1.024621,36,24,weak
40365,2022-08-15 07:30:00,support,1.013651,1.020603,76,24,weak
40368,2022-08-15 08:15:00,resistance,1.016417,1.021921,49,24,weak
40370,2022-08-15 08:45:00,support,1.013651,1.020603,77,24,weak
40376,2022-08-15 10:15:00,resistance,1.016417,1.022531,50,24,weak
40398,2022-08-15 15:45:00,support,1.013651,1.020603,78,24,weak
40402,2022-08-15 16:45:00,resistance,1.016351,1.022531,51,24,weak
40406,2022-08-15 17:45:00,support,1.013651,1.020603,79,24,weak
40413,2022-08-15 19:30:00,resistance,1.016351,1.022531,52,24,weak
40413,2022-08-15 19:30:00,support,1.013651,1.020603,80,24,weak
40421,2022-08-15 21:30:00,support,1.013651,1.020603,81,24,weak
40431,2022-08-16 00:00:00,resistance,1.016351,1.022531,53,24,weak
40440,2022-08-16 02:15:00,support,1.013651,1.020603,82,24,weak
40443,2022-08-16 03:00:00,resistance,1.016351,1.022531,54,24,weak
40448,2022-08-16 04:15:00,support,1.013227,1.020603,83,24,weak
40451,2022-08-16 05:00:00,resistance,1.016083,1.022531,55,24,weak
40455,2022-08-16 06:00:00,support,1.01029,1.013257,19,24,weak
40459,2022-08-16 07:00:00,resistance,1.014052,1.016005,12,24,weak
40465,2022-08-16 08:30:00,support,1.01029,1.013257,20,24,weak
40478,2022-08-16 11:45:00,resistance,1.016083,1.022531,56,24,weak
40485,2022-08-16 13:30:00,support,1.013227,1.020603,84,24,weak
40492,2022-08-16 15:15:00,resistance,1.016083,1.022531,57,24,weak
40497,2022-08-16 16:30:00,support,1.013227,1.020603,85,24,weak
40499,2022-08-16 17:00:00,resistance,1.016083,1.022531,58,24,weak
40504,2022-08-16 18:15:00,support,1.013227,1.020603,86,24,weak
40512,2022-08-16 20:15:00,resistance,1.016083,1.022531,59,24,weak
40515,2022-08-16 21:00:00,support,1.013227,1.020603,87,24,weak
40522,2022-08-16 22:45:00,support,1.013227,1.020603,88,24,weak
40523,2022-08-16 23:00:00,resistance,1.016083,1.022531,60,24,weak
40528,2022-08-17 00:15:00,support,1.013227,1.020603,89,24,weak
40539,2022-08-17 03:00:00,resistance,1.016083,1.022531,61,24,weak
40544,2022-08-17 04:15:00,support,1.013227,1.020603,90,24,weak
40550,2022-08-17 05:45:00,resistance,1.016083,1.022531,62,24,weak
40555,2022-08-17 07:00:00,resistance,1.016083,1.022531,63,24,weak
40565,2022-08-17 09:30:00,support,1.013227,1.020603,91,24,weak
40571,2022-08-17 11:00:00,resistance,1.016083,1.022531,64,24,weak
40575,2022-08-17 12:00:00,support,1.013227,1.020603,92,24,weak
40581,2022-08-17 13:30:00,support,1.013227,1.020603,93,24,weak
40582,2022-08-17 13:45:00,resistance,1.016083,1.022531,65,24,weak
40589,2022-08-17 15:30:00,resistance,1.016083,1.022531,66,24,weak
40597,2022-08-17 17:30:00,support,1.013227,1.020603,94,24,weak
40606,2022-08-17 19:45:00,resistance,1.016083,1.022531,67,24,weak
40609,2022-08-17 20:30:00,support,1.013227,1.020603,95,24,weak
40613,2022-08-17 21:30:00,resistance,1.016083,1.022531,68,24,weak
40629,2022-08-18 01:30:00,support,1.013227,1.020603,96,24,weak
40633,2022-08-18 02:30:00,resistance,1.016083,1.022531,69,24,weak
40640,2022-08-18 04:15:00,support,1.013227,1.020603,97,24,weak
40643,2022-08-18 05:00:00,resistance,1.016083,1.022531,70,24,weak
40649,2022-08-18 06:30:00,support,1.013227,1.020603,98,24,weak
40651,2022-08-18 07:00:00,resistance,1.016083,1.022531,71,24,weak
40657,2022-08-18 08:30:00,resistance,1.016083,1.022531,72,24,weak
40667,2022-08-18 11:00:00,support,1.01029,1.013257,21,24,weak
40672,2022-08-18 12:15:00,resistance,1.01377,1.016005,13,24,weak
40679,2022-08-18 14:00:00,support,1.007785,1.008314,3,62,medium
40687,2022-08-18 16:00:00,resistance,1.008199,1.010786,9,24,weak
40695,2022-08-18 18:00:00,support,1.008529,1.008824,3,62,medium
40701,2022-08-18 19:30:00,resistance,1.008199,1.010786,10,24,weak
40702,2022-08-18 19:45:00,support,1.008424,1.008824,4,52,weak
40706,2022-08-18 20:45:00,resistance,1.008199,1.010786,11,24,weak
40713,2022-08-18 22:30:00,support,1.006835,1.007475,5,44,weak
40719,2022-08-19 00:00:00,resistance,1.008199,1.010786,12,24,weak
40724,2022-08-19 01:15:00,support,1.006835,1.007475,6,38,weak
40729,2022-08-19 02:30:00,support,1.006835,1.007506,7,30,weak
40738,2022-08-19 04:45:00,resistance,1.008199,1.010786,13,24,weak
40740,2022-08-19 05:15:00,support,1.006835,1.00795,8,30,weak
40754,2022-08-19 08:45:00,support,1.003764,1.005524,5,38,weak
40759,2022-08-19 10:00:00,resistance,1.006569,1.007616,5,44,weak
40772,2022-08-19 13:15:00,support,1.00303,1.003828,7,36,weak
40776,2022-08-19 14:15:00,resistance,1.003267,1.005699,11,24,weak
40781,2022-08-19 15:30:00,resistance,1.003267,1.005699,12,24,weak
40783,2022-08-19 16:00:00,support,1.00303,1.003828,8,30,weak
40787,2022-08-21 17:00:00,resistance,1.003267,1.005699,13,24,weak
40795,2022-08-21 19:00:00,support,1.00303,1.003828,9,24,weak
40808,2022-08-21 22:15:00,support,1.002156,1.002605,4,58,medium
40815,2022-08-22 00:00:00,resistance,1.003267,1.005699,14,24,weak
40836,2022-08-22 05:15:00,support,0.99802,1.001894,13,24,weak
40843,2022-08-22 07:00:00,resistance,1.001598,1.002023,3,62,medium
40893,2022-08-22 19:30:00,resistance,0.99449,0.995132,3,68,medium
40899,2022-08-22 21:00:00,support,0.992443,0.993109,3,74,strong
40901,2022-08-22 21:30:00,resistance,0.99449,0.995132,4,70,medium
40912,2022-08-23 00:15:00,resistance,0.99449,0.995132,5,62,medium
40929,2022-08-23 04:30:00,resistance,0.99449,0.995244,6,58,medium
40955,2022-08-23 11:00:00,resistance,1.001538,1.002192,4,58,medium
41030,2022-08-24 05:45:00,support,0.994009,0.99451,3,80,strong
41033,2022-08-24 06:30:00,resistance,0.995677,0.996297,3,80,strong
41038,2022-08-24 07:45:00,support,0.991086,0.991807,3,76,strong
41044,2022-08-24 09:15:00,resistance,0.993797,0.995244,7,40,weak
41046,2022-08-24 09:45:00,support,0.991086,0.991807,4,72,strong
41091,2022-08-24 21:00:00,support,0.996238,0.996868,3,70,medium
41100,2022-08-24 23:15:00,support,0.997985,1.001894,14,24,weak
41110,2022-08-25 01:45:00,resistance,0.999627,1.001075,3,60,medium
41117,2022-08-25 03:30:00,resistance,1.003146,1.005699,15,24,weak
41124,2022-08-25 05:15:00,support,0.997985,1.001894,15,24,weak
41126,2022-08-25 05:45:00,resistance,1.000994,1.002192,5,50,weak
41136,2022-08-25 08:15:00,resistance,0.999283,1.001075,4,62,medium
